idProposicao,siglaTipo,nomeProposicao,ementa,dataApresentacao,casaOrigem,nomeAutor,regimeTramitacao,descricaoSituacao,urlInteiroTeor
2237247,RIC,RIC 109/2020,"Requer informações ao senhor Abraham Weintraub, Ministro de Estado da Educação, sobre as irregularidades apontadas pela Controladoria-Geral da União - CGU no Pregão Eletrônico nº 13/2019, do Fundo Nacional de Desenvolvimento da Educação - FNDE, referente ao Programa Educação Conectada, e sobre as providências tomadas pela pasta no sentido de investigar e punir os responsáveis. ",2020-02-12T20:49:00Z,CD,Mário Heringer,,Aguardando Resposta ,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858101
2237251,INC,INC 43/2020,"Sugere ao Ministério da Saúde, no âmbito da Agência Nacional de Vigilância Sanitária - ANVISA, a aquisição e a distribuição gratuita de máscaras cirúrgicas para as companhias aéreas comerciais repassarem aos passageiros. ",2020-02-12T20:50:00Z,CD,Mário Heringer,,Aguardando Envio ao Executivo,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858103
2237254,INC,INC 44/2020,"Sugere ao Ministério da Infraestrutura, no âmbito da Agência Nacional de Aviação Civil - ANAC, providências no sentido de determinar que as companhias aéreas comerciais forneçam máscaras cirúrgicas aos passageiros, quando solicitado. ",2020-02-12T20:51:00Z,CD,Mário Heringer,,Aguardando Envio ao Executivo,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858105
2237255,INC,INC 45/2020,"Sugere ao Ministério da Infraestrutura, no âmbito da Empresa Brasileira de Infraestrutura Aeroportuária - INFRAERO e das empresas concessionárias de aeroportos no Brasil, providências no sentido de informar aos passageiros do transporte aéreo comercial sobre a importância do uso de máscaras cirúrgicas durante o voo em caso de contaminação por gripe ou outro tipo de vírus de transmissão aérea. ",2020-02-12T20:51:00Z,CD,Mário Heringer,,Aguardando Envio ao Executivo,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858107
2237261,PL,PL 308/2020,"Altera a Lei nº 12.587, de 3 de janeiro de 2012, para dispor sobre o cadastro de motoristas e usuários em aplicativos de transporte de passageiros ou cargas. ",2020-02-12T20:53:00Z,CD,Marília Arraes,,Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858109
2237303,PDL,PDL 49/2020,"Susta os efeitos do Decreto nº 10.199, de 15 de janeiro de 2020, que ""Dispõe sobre a qualificação da Empresa de Tecnologia e Informações da Previdência no âmbito do Programa de Parcerias de Investimentos da Presidência da República e sobre a sua inclusão no Programa Nacional de Desestatização"". ",2020-02-12T21:14:00Z,CD,Carlos Veras,,Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858148
2237304,PDL,PDL 50/2020,"Susta os efeitos do Decreto nº 10.206, de 22 de janeiro de 2020, que ""Dispõe sobre a qualificação do Serviço Federal de Processamento de Dados no âmbito do Programa de Parcerias de Investimentos da Presidência da República e sobre a sua inclusão no Programa Nacional de Desestatização"". ",2020-02-12T21:15:00Z,CD,Carlos Veras,,Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858150
2237305,PL,PL 309/2020,"Altera o art. 3º da Lei nº 9.491, de 9 de setembro de 1997, para explicitar que o Serviço Federal de Processamento de Dados - Serpro e a Empresa de Tecnologia e Informações da Previdência Social - Dataprev não se encontram abrangidas pelo programa a que se refere a lei modificada, e dá outras providências. ",2020-02-12T21:15:00Z,CD,Carlos Veras,,Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858153
2237307,SUG,SUG 4/2020,Sugere Projeto de Lei que cria a Companhia de Desenvolvimento do Vale do Mundaú - CODEVAM. NA,2020-02-13T09:26:00Z,,"Associação Quilombola de Castainho, Garanhuns /PE",,Aguardando Designação de Relator,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858175
2237308,REQ,REQ 217/2020,"Requer a convocação de Sessão Solene da Câmara dos Deputados para homenagear os 80 anos do ex-vice-presidente do Brasil e senador Marco Maciel, no dia 21 de julho de 2020. NA",2020-02-13T09:31:00Z,CD,João Roma,,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858176
2237309,REQ,REQ 218/2020,"Requer a convocação de Sessão Solene da Câmara dos Deputados para homenagear o Dia Mundial da Conscientização do Autismo, no dia 02 de abril de 2020 NA",2020-02-13T09:31:00Z,CD,João Roma,,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858178
2237311,PL,PL 310/2020,"Altera o art. 154-A, constante do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 - Código Penal, que dispõe sobre Invasão de dispositivo informático. ",2020-02-13T09:43:00Z,CD,Nereu Crispim,,Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858185
2237312,PL,PL 311/2020,"Altera a Lei nº 11.340, de 7 de agosto de 2006, para impor o uso de tornozeleira eletrônica como aplicação de medida protetiva de urgência e dá outras providências. ",2020-02-13T09:46:00Z,CD,Rejane Dias,,Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858187
2237313,REQ,REQ 219/2020,Requer a realização de Sessão Solene da Câmara dos Deputados alusiva ao Dia da Professora e do Professor. NA,2020-02-13T09:51:00Z,CD,Professora Rosa Neide,,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858190
2237314,REQ,REQ 220/2020,"Requer a redistribuição do PL 6492/2019, para análise de mérito na CAPADR - Comissão de agricultura, pecuária, abastecimento e desenvolvimento rural. NA",2020-02-13T10:11:00Z,CD,Evair Vieira de Melo,,Tramitação do Requerimento Finalizada,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858225
2237319,PL,PL 312/2020,"Altera a Lei nº 8.666, de 21 de junho de 1993, a Lei nº 10.520, de 17 de julho de 2002, a Lei nº 11.079, de 30 de dezembro de 2004, e a Lei nº 12.462, de 4 de agosto de 2011, para dispor sobre a forma de publicação dos atos da administração pública. ",2020-02-13T11:24:00Z,CD,Daniel Silveira,,Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858245
2237320,PL,PL 313/2020,"Altera o art. 18 da Lei nº 9.985, de 18 de julho de 2000, para adequar a definição de Reserva Extrativista a fim de compatibilizar a criação de rebanhos de bovinos e bubalinos. ",2020-02-13T11:32:00Z,CD,Júnior Ferrari,,Aguardando Designação de Relator,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858247
2237325,INC,INC 46/2020,"Sugere ao Ministro do Desenvolvimento Regional, Ministro da Economia, Ministro da Ciência, Tecnologia, Inovações e Comunicações, Ministro da Infraestrutura, Ministro da Agricultura e MInistro do Meio Ambiente, a Criação do Programa Nacional de Dessalinização e Segurança Hídrica. ",2020-02-13T12:18:00Z,CD,Roberto Pessoa,,Aguardando Envio ao Executivo,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858259
2237326,PL,PL 314/2020,Dispõe sobre a comercialização de produtos de uso odontológico de uso profissional restrito em âmbito nacional com a finalidade de prevenir danos à saúde. ,2020-02-13T12:28:00Z,CD,Patricia Ferraz,,Aguardando Designação de Relator,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858262
2237328,REQ,REQ 1/2020,Requer a realização de Visita Técnica desta Comissão Externa ao Ministério da Saúde. NA,2020-02-13T10:59:00Z,CD,Dr. Luiz Antonio Teixeira Jr.,,Aguardando Providências Internas,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858267
2237329,REQ,REQ 2/2020,Requer a realização de Audiência Pública  no âmbito desta Comissão Externa para debater e acompanhar as ações preventivas de combate ao Corona vírus no Brasil com a participação da Anvisa NA,2020-02-13T12:56:00Z,CD,Dr. Luiz Antonio Teixeira Jr.,,Aguardando Providências Internas,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858268
2237330,REQ,REQ 3/2020,Requer a realização de Audiência Pública  no âmbito desta Comissão Externa para debater e acompanhar as ações preventivas de combate ao Corona vírus no Brasil com a participação da Secretaria de Vigilância em Saúde do MS NA,2020-02-13T12:57:00Z,CD,Dr. Luiz Antonio Teixeira Jr.,,Aguardando Providências Internas,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858269
2237331,PLP,PLP 9/2020,Possibilita aos que estão enquadrados no regime do Simples Nacional a adesão à transação tributária a ser tratada por Lei Federal. ,2020-02-13T13:17:00Z,CD,Marco Bertaiolli,,Pronta para Pauta,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858273
2237332,PL,PL 315/2020,"Altera as Leis nº 9.656, de 3 de junho de 1998 e 9.797, de 6 de maio de 1999, para dispor sobre a cirurgia plástica reconstrutiva da mama em casos de mutilação total ou parcial. ",2020-02-13T13:27:00Z,CD,Marcelo Calero,,Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858275
2237333,RIC,RIC 110/2020,"Requer informações ao Ministro da Economia, Paulo Roberto Nunes Guedes, sobre eventual perseguição a funcionários da Rede Globo pela Receita Federal do Brasil. ",2020-02-13T13:28:00Z,CD,Marcelo Calero,,Aguardando Resposta ,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858277
2237334,REQ,REQ 1/2020,"Requer realização de audiência pública para discussão sobre a “Compra pública, pesquisa, desenvolvimento e inovação: Medidas para facilitar as compras públicas de produtos de startups, além da revisão dos recursos obrigatórios em P, D & I”, com a presença de um representante da PETROBRÁS e um representante do SEBRAE. NA",2020-02-13T13:46:00Z,CD,João Roma,,Aguardando Providências Internas,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858279
2237335,RIC,RIC 111/2020,"Requer informações ao Senhor Ministro da Defesa Fernando Azevedo e Silva, sobre o Programa da Classe Tamandaré da Marinha do Brasil. ",2020-02-13T13:57:00Z,CD,Felício Laterça,,Aguardando Resposta ,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858282
2237336,REQ,REQ 221/2020,"Requer a criação de Comissão Temporária destinada a proferir parecer ao Projeto de Lei nº 1044/2019, apensado ao PL nº 8085/2014 e outros, para incluir, entre os equipamentos obrigatórios dos veículos, o dispositivo de rastreamento. NA",2020-02-13T14:07:00Z,CD,David Soares,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858284
2237337,REQ,REQ 222/2020,Requer a retirada da INDICAÇÃO Nº 40 que sugere ao Poder Executivo a criação da Secretaria do Bem-Estar Animal NA,2020-02-13T14:22:00Z,CD,Roberto de Lucena,,Tramitação do Requerimento Finalizada,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858286
2237338,REQ,REQ 223/2020,"Requer a aprovação de moção de repúdio às manifestações da jornalista Jessica Senra, apresentadora do Bahia Meio Dia, TV Bahia, filiada da Rede Globo, em razão de afirmações preconceituosas e incorretas de que a polícia nasceu dos antigos capitães do mato. NA",2020-02-13T14:23:00Z,CD,Junio Amaral,,Arquivada,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858288
2237340,INC,INC 47/2020,Sugere o envio de expediente ao Ministro do Desenvolvimento Regional solicitando que analise a possibilidade de rever legislação sobre condomínio urbano simples na forma que especifica. ,2020-02-13T14:28:00Z,CD,Schiavinato,,Aguardando Envio ao Executivo,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858291
2237346,PL,PL 320/2020,"Estabelece a competência dos Juizados de Violência Doméstica e Familiar contra a Mulher para julgar as ações de execução de medida de alimentos provisionais ou provisórios fixados em decorrência da aplicação da Lei no 11.340, de 7 de agosto de 2006 - Lei Maria da Penha. ",2020-02-13T15:16:00Z,CD,Luiz Lima,,Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858303
2237351,PL,PL 321/2020,"Estabelece o reajuste monetário anual dos valores da legislação do Imposto de Renda da Pessoa Jurídica, de acordo com a variação do Índice Nacional de Preços ao Consumidor Amplo - IPCA. ",2020-02-13T15:21:00Z,CD,Alexis Fonteyne,,Aguardando Apensação,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858309
2237352,REQ,REQ 224/2020,"Requer a desapensação do Projeto de Lei nº 6374, de 2019, do Projeto de Lei nº 4237, de 2015. NA",2020-02-13T15:21:00Z,CD,Eduardo da Fonte,,Tramitação do Requerimento Finalizada,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858311
2237354,REQ,REQ 4/2020,Requer a realização de Visita Técnica desta Comissão Externa à Base da Força Aérea Brasileira em Anápolis - Go. NA,2020-02-13T15:29:00Z,CD,Dr. Luiz Antonio Teixeira Jr.,,Aguardando Providências Internas,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858316
2237356,PL,PL 322/2020,"Altera o Decreto-Lei nº 4.238, de 8 de abril de 1942, que dispõe sobre a fabricação, o comércio e o uso de artigos pirotécnicos. ",2020-02-13T15:33:00Z,CD,Otoni de Paula,,Aguardando Designação de Relator,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858319
2237357,RIC,RIC 112/2020,"Requer informações do Sr. Ministro de Estado da Justiça e Segurança Pública acerca dos valores arrecadados referentes à remuneração por serviços de remoção, depósito e guarda de veículos em decorrência da atividade de fiscalização exercida pela Polícia Rodoviária Federal. ",2020-02-13T15:40:00Z,CD,Bosco Costa,,Aguardando Resposta ,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858322
2237358,PDL,PDL 51/2020,"Susta, nos termos do art. 49, V, da Constituição  Federal, o Decreto nº 10.239, de 11 de fevereiro de 2020, que dispõe sobre o Conselho Nacional da Amazônia - CONAMAZ. ",2020-02-13T15:40:00Z,CD,Airton Faleiro+José Ricardo,,Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858324
2237359,REQ,REQ 225/2020,"Requer designação de relator e inclusão na Ordem do Dia do Plenário do PL nº 9.615/2018 que ""Altera o art. 39 da Lei 8.078, de 11 de setembro de 1990 (Código de Defesa do Consumidor), para vedar a oferta telefônica de produto ou serviço a consumidor cujo número esteja inscrito em cadastro telefônico de proibição de oferta."" NA",2020-02-13T15:40:00Z,CD,Bosco Costa,,Tramitação do Requerimento Finalizada,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858326
2237360,REQ,REQ 226/2020,"Requer a desapensação do Projeto de Lei Complementar nº 225, de 2019, que tramita apensado ao Projeto de Lei Complementar nº 90, de 2019. NA",2020-02-13T15:41:00Z,CD,Bosco Costa,,Tramitação do Requerimento Finalizada,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858329
2237361,REQ,REQ 227/2020,"Requer realização de Sessão Solene para comemorar o 60º aniversário de Brasília, a ser realizada no dia 24 de abril de 2020, às 10 horas. NA",2020-02-13T15:47:00Z,CD,Celina Leão,,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858332
2237362,REQ,REQ 228/2020,Requer a realização de Sessão Solene em comemoração ao DIA INTERNACIONAL DA MULHER. NA,2020-02-13T15:48:00Z,CD,Celina Leão,,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858334
2237363,REQ,REQ 229/2020,Requer realização de Sessão Solene em comemoração ao dia do Enfermeiro. NA,2020-02-13T15:48:00Z,CD,Celina Leão,,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858336
2237364,REQ,REQ 230/2020,Requer realização de Sessão Solene em comemoração ao dia do Psicólogo. NA,2020-02-13T15:48:00Z,CD,Celina Leão,,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858338
2237365,REQ,REQ 231/2020,Requer realização de Sessão Solene em comemoração ao dia do Fisioterapeuta. NA,2020-02-13T15:49:00Z,CD,Celina Leão,,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858340
2237366,REQ,REQ 232/2020,Requer realização de Sessão Solene em comemoração ao dia do Médico. NA,2020-02-13T15:49:00Z,CD,Celina Leão,,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858342
2237367,REQ,REQ 233/2020,Requer realização de Sessão Solene em comemoração ao dia do Nutricionista. NA,2020-02-13T15:49:00Z,CD,Celina Leão,,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858344
2237368,PL,PL 323/2020,"Acrescenta o §3º ao art. 10 da Lei nº 10.826, de 22 de dezembro de 2003 - Estatuto do Desarmamento, para tornar vinculado o porte de arma de fogo de uso permitido para os integrantes das entidades de desporto legalmente constituídas. ",2020-02-13T15:50:00Z,CD,Delegado Antônio Furtado,,Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858346
2237369,PL,PL 324/2020,"Altera o art. 120 da Lei nº 9.503, de 23 de setembro de 1997, Código de Trânsito Brasileiro, para dispor sobre registro de veículos destinados a locação. ",2020-02-13T15:52:00Z,CD,Santini,,Aguardando Designação de Relator,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858348
2237370,REQ,REQ 234/2020,Requer a retirada de tramitação do Projeto de Lei nº 109/2020. NA,2020-02-13T15:53:00Z,CD,Santini,,Tramitação do Requerimento Finalizada,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858350
2237371,PL,PL 325/2020,"Veda o corte no fornecimento de água e energia elétrica, nos dias em que menciona, em virtude de inadimplemento. Altera a Lei nº 8.078, de 1990.",2020-02-13T15:55:00Z,CD,Sergio Vidigal,,Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858353
2237375,PL,PL 326/2020,"Altera o § 3º do art. 140 do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 - Código Penal. ",2020-02-13T16:14:00Z,CD,Dra. Soraya Manato,,Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858363
2237376,PL,PL 327/2020,"Altera a Lei nº 8.112, de 11 de dezembro de 1990, que ""Dispõe sobre o regime jurídico dos servidores públicos civis da União, das autarquias e das fundações públicas federais"", e a Lei nº 13.303, de 30 de junho de 2016, que ""Dispõe sobre o estatuto jurídico da empresa pública, da sociedade de economia mista e de suas subsidiárias, no âmbito da União, dos Estados, do Distrito Federal e dos Municípios"", para assegurar ao servidor ou empregado de órgão ou entidade da administração pública federal o direito de usufruir das férias concomitantemente com seu cônjuge ou companheiro. ",2020-02-13T16:15:00Z,CD,Dra. Soraya Manato,,Aguardando Designação de Relator,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858365
2237377,REC,REC 1/2020,"Recorre da decisão que indeferiu o pedido, contido no Requerimento nº 3.279/2019, de desapensação do Projeto de Lei nº 5.932/2019 (apensado ao Projeto de Lei nº 9.280/2017). NA",2020-02-13T16:16:00Z,CD,Gilson Marques,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858367
2237379,REQ,REQ 235/2020,Requer a realização de Sessão Solene em homenagem ao Dia do Psicanalista. NA,2020-02-13T16:58:00Z,CD,Professor Israel Batista,,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858375
2237380,OF,OF 90/2020,Requisição de Informações à Secretaria Estadual de Meio Ambiente e Recursos Hídricos do Piauí NA,2020-02-07T17:14:00Z,,Presidente,,Aguardando Providências Internas,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858378
2237381,OF,OF 91/2020,Requisição de Informações à Secretaria Estadual de Meio Ambiente do Estado do Ceará. NA,2020-02-07T17:21:00Z,,Presidente,,Aguardando Providências Internas,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858379
2237382,OF,OF 92/2020,Requisição de Informações à Secretaria Estadual do Meio Ambiente e dos Recursos Hídricos do Estado do Rio Grande do Norte. NA,2020-02-07T17:27:00Z,,Presidente,,Aguardando Providências Internas,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858380
2237383,OF,OF 93/2020,"Requisição de Infomações à Secretaria Estadual de Infraestrutura, Recursos Hídricos e Meio Ambiente do Estado da Paraíba. NA",2020-02-07T17:28:00Z,,Presidente,,Aguardando Providências Internas,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858381
2237384,OF,OF 107/2020,Requisição de informações à Secretaria Estadual de Meio Ambiente e Recursos Hídricos do Estado do Piauí. NA,2020-02-10T17:30:00Z,,Presidente,,Aguardando Providências Internas,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858382
2237385,OF,OF 94/2020,Requisição de Informações à Secretaria Estadual de Meio Ambiente e Sustentabilidade do Estado de Pernambuco. NA,2020-02-07T17:30:00Z,,Presidente,,Aguardando Providências Internas,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858383
2237386,OF,OF 95/2020,Requisição de Informações à Secretaria Estadual do Meio Ambiente e Recursos Hídricos do Estado de Alagoas. NA,2020-02-07T17:33:00Z,,Presidente,,Aguardando Providências Internas,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858384
2237387,OF,OF 96/2020,Requisição de Informações à Secretaria Estadual do Desenvolvimento Urbano e Sustentabilidade do Estado de Sergipe NA,2020-02-07T17:35:00Z,,Presidente,,Aguardando Providências Internas,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858385
2237388,OF,OF 108/2020,Requisição informações à Secretaria Estadual de Meio Ambiente do Estado do Ceará. NA,2020-02-10T17:32:00Z,,Presidente,,Aguardando Providências Internas,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858387
2237389,OF,OF 97/2020,Requisição de Informações à Secretaria Estadual de Meio Ambiente do Estado da Bahia NA,2020-02-07T17:37:00Z,,Presidente,,Aguardando Providências Internas,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858388
2237390,OF,OF 98/2020,Requisição de Informações à Secretaria Estadual do Meio Ambiente e Recursos Hídricos do Estado do Espírito Santo. NA,2020-02-07T17:39:00Z,,Presidente,,Aguardando Providências Internas,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858389
2237391,OF,OF 109/2020,Requisição de documentos à Secretaria Estadual do Meio Ambiente e dos Recursos Hídricos do Estado do Rio Grande do Norte. NA,2020-02-10T17:39:00Z,,Presidente,,Aguardando Providências Internas,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858390
2237392,OF,OF 99/2020,Requisição de Informações à Secretaria Estadual de Meio Ambiente e Sustentabilidade do Estado do Rio de Janeiro. NA,2020-02-07T17:41:00Z,,Presidente,,Aguardando Providências Internas,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858392
2237393,OF,OF 150/2020,Requisição de informações à Prefeitura Municipal de Barra de Santo Antônio - AL. NA,2020-02-11T17:41:00Z,,Presidente,,Aguardando Providências Internas,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858395
2237394,OF,OF 100/2020,Requisição de Informações à Secretaria Estadual de Meio Ambiente e Recursos Naturais do Estado do Maranhão NA,2020-02-07T17:43:00Z,,Presidente,,Aguardando Providências Internas,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858393
2237395,OF,OF 110/2020,"Requisição de informações à Secretaria Estadual de Infraestrutura, Recursos Hídricos e Meio Ambiente do Estado da Paraíba. NA",2020-02-10T17:42:00Z,,Presidente,,Aguardando Providências Internas,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858394
2237396,OF,OF 151/2020,Requisição de informações à Prefeitura Municipal de Coruripe - AL. NA,2020-02-11T17:50:00Z,,Presidente,,Aguardando Providências Internas,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858396
2237397,OF,OF 152/2020,Requisição de informações à Prefeitura Municipal de Marechal Deodoro - AL. NA,2020-02-11T17:51:00Z,,Presidente,,Aguardando Providências Internas,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858397
2237399,OF,OF 279/2020,Requisição de Informações à Prefeitura do Município de Jandaíra (BA). NA,2020-02-11T17:47:00Z,,Presidente,,Aguardando Providências Internas,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858399
2237401,OF,OF 153/2020,Requisição de informações à Prefeitura Municipal de Barra de São Miguel - AL. NA,2020-02-11T17:53:00Z,,Presidente,,Aguardando Providências Internas,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858401
2237402,OF,OF 154/2020,Requisição de informações à Prefeitura Municipal de Jequiá da Praia - AL. NA,2020-02-11T17:55:00Z,,Presidente,,Aguardando Providências Internas,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858402
2237403,OF,OF 155/2020,Requisição de informações à Prefeitura Municipal de Feliz Deserto - AL. NA,2020-02-11T17:56:00Z,,Presidente,,Aguardando Providências Internas,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858403
2237404,OF,OF 156/2020,Requisição de informações à Prefeitura Municipal de Maragogi - AL. NA,2020-02-11T17:57:00Z,,Presidente,,Aguardando Providências Internas,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858404
2237405,PDL,PDL 52/2020,"Altera o Decreto Legislativo nº 276, de 2014, para reduzir o valor da ajuda de custo prevista no § 1º do art. 1º, e dá outras providências. ",2020-02-13T17:59:00Z,CD,Adriana Ventura,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858405
2237406,OF,OF 111/2020,Requisição de informações à Secretaria Estadual de Meio Ambiente e Sustentabilidade do Estado de Pernambuco. NA,2020-02-10T17:57:00Z,,Presidente,,Aguardando Providências Internas,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858407
2237407,OF,OF 157/2020,Requisição de informações à Prefeitura Municipal de Passo de Camaragibe - AL. NA,2020-02-11T17:58:00Z,,Presidente,,Aguardando Providências Internas,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858408
2237408,OF,OF 112/2020,Requisição de informações à Secretaria Estadual do Meio Ambiente e Recursos Hídricos do Estado de Alagoas NA,2020-02-10T17:57:00Z,,Presidente,,Aguardando Providências Internas,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858409
2237409,OF,OF 158/2020,Requisição de informações à Prefeitura Municipal de Japaratinga - AL. NA,2020-02-11T18:00:00Z,,Presidente,,Aguardando Providências Internas,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1858410
