idProposicao,siglaTipo,nomeProposicao,ementa,dataApresentacao,casaOrigem,nomeAutor,regimeTramitacao,descricaoSituacao,urlInteiroTeor
2239088,RIC,RIC 269/2020,"""Solicita informações ao Sr. Ministro da Defesa, acerca do pagamento de auxílio moradia para servidores do governo federal com cargos em comissão e efetivos no Comando do Exército"". NA",2020-03-12T15:10:00Z,CD,Jesus Sérgio,,Aguardando Envio ao Executivo,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1865833
2239089,RIC,RIC 270/2020,"Solicita informações ao Ministro de Estado da Infraestrutura, a respeito do cronograma de obras (operação tapa buracos) e ou reformas, na BR 356 trecho entre Ervália - MG e Muriaé - MG. NA",2020-03-12T15:11:00Z,CD,Reginaldo Lopes,,Aguardando Envio ao Executivo,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1865835
2239090,RIC,RIC 271/2020,"Solicita informações ao Ministro de Estado da Infraestrutura, a respeito do cronograma de obras (operação tapa buracos) e ou reformas, na BR 367 trecho entre Diamantina - MG e Couto de Magalhães- MG. NA",2020-03-12T15:11:00Z,CD,Reginaldo Lopes,,Aguardando Envio ao Executivo,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1865837
2239091,RIC,RIC 272/2020,"Solicita informações ao Ministro de Estado da Infraestrutura, a respeito do cronograma de obras (operação tapa buracos), recuperação e ou reformas, na BR 494 trecho entre São João Del Rei - MG e Oliveira - MG. NA",2020-03-12T15:11:00Z,CD,Reginaldo Lopes,,Aguardando Envio ao Executivo,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1865839
2239092,PL,PL 638/2020,"Altera a Lei nº 7.565, de 1986, para possibilitar a transferência do bilhete individual de passagem aérea. ",2020-03-12T15:15:00Z,CD,Dra. Soraya Manato,,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1865841
2239093,REQ,REQ 438/2020,Requer a aprovação de Moção de Regozijo e Aplauso à primeira-dama Michelle Bolsonaro em decorrência do excelente trabalho social que vem desempenhando à frente do Programa Nacional de Incentivo ao Voluntariado - Pátria Voluntária. NA,2020-03-12T15:35:00Z,CD,Otoni de Paula,,Arquivada,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1865850
2239094,PL,PL 639/2020,Esta Lei altera a Lei nº 8.072 de 25 de julho de 1990 para incluir o crime de lesão corporal no rol de Crimes Hediondos quando praticados contra autoridade ou agentes de segurança. ,2020-03-12T16:04:00Z,CD,Loester Trutis,,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1865858
2239095,PL,PL 640/2020,"Altera a Lei nº 10.826, de 22 de dezembro de 2003, para conceder o porte de arma de fogo aos integrantes do quadro efetivo dos órgãos e entidades da Administração Pública federal, estadual, distrital e municipal. ",2020-03-12T16:05:00Z,CD,Loester Trutis,,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1865861
2239096,RIC,RIC 273/2020,"Requer ao Ministro-Chefe da Secretaria de Governo da Presidência da República, todos os relatórios de monitoramento Online diários, semanais, mensais e de finais de semana, produzidos no âmbito do Contrato 03/2015, firmado com a empresa Isobar - Agência Click Mídia Interativa S/A. NA",2020-03-12T16:09:00Z,CD,Elias Vaz,,Aguardando Envio ao Executivo,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1865864
2239097,PL,PL 641/2020,"Implementa medidas de combate à violência doméstica e familiar. Altera o Decreto-lei 2.848, de 1940 e as Leis nº 11.340, de 2006 e 13.756, de 2018.",2020-03-12T16:20:00Z,CD,Angela Amin+Professora Dorinha Seabra Rezende+Dulce Miranda+Professora Rosa Neide,,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1865871
2239098,PL,PL 643/2020,"Estabelece uma qualificadora para o crime de furto cometido em ocasião de incêndio, naufrágio, inundação ou qualquer calamidade pública ou desastre, incluindo acidentes automobilísticos. Altera o Decreto-lei. nº 2.848, de 1940.",2020-03-12T16:42:00Z,CD,Junio Amaral,,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1865885
2239099,PL,PL 644/2020,"Define garantias para o pleno exercício da liberdade de imprensa e tipifica, como crime de abuso de autoridade, condutas que impeçam ou dificultem o livre exercício do jornalismo. ",2020-03-12T17:10:00Z,CD,Shéridan,,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1865891
2239100,OF,OF 314/2020,Solicita à Presidência do IBAMA extensão do prazo de acesso a processos e informações complementares NA,2020-03-03T12:00:00Z,,Presidente,,Aguardando Providências Internas,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1865898
2239103,REQ,REQ 439/2020,"Requer a retirada de tramitação do Requerimento nº 427, de 2020. NA",2020-03-12T18:23:00Z,CD,Coronel Armando,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1865912
2239104,RIC,RIC 274/2020,"Requer informações ao Sr. Ministro da Infraestrutura, Tarcísio Gomes de Freitas, a respeito da paralisação das obras, sob responsabilidade do DNIT, que visam contenção de enchentes no município de Itaperuna-RJ, às margens da rodovia federal BR-356/RJ. NA",2020-03-12T18:40:00Z,CD,Chris Tonietto,,Aguardando Envio ao Executivo,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1865943
2239105,INC,INC 118/2020,"Sugere a criação da Força Nacional de Polícia Penal, no âmbito do Ministério da Justiça e Segurança Pública. NA",2020-03-13T10:48:00Z,CD,Lincoln Portela,,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1865978
2239106,INC,INC 119/2020,Sugere ao Ministério da Economia a reformulação dos serviços oferecidos por órgãos do governo na internet. NA,2020-03-13T10:48:00Z,CD,Lincoln Portela,,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1865980
2239107,REQ,REQ 440/2020,"Requer a desapensação do PL nº 5.975/2019, apensado ao PL nº 693/1999, tendo em vista não se tratarem de matérias idênticas. NA",2020-03-13T10:49:00Z,CD,Lincoln Portela,,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1865983
2239108,REQ,REQ 441/2020,"Requer a inclusão na Ordem do Dia do PL nº 618/2007 que ""Dispõe sobre prazo de validade do crédito do telefone celular habilitado no Plano de Serviço Pré-Pago"". NA",2020-03-13T10:50:00Z,CD,Lincoln Portela,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1865987
2239109,REQ,REQ 442/2020,"Requer a inclusão na Ordem do Dia do PL nº 7293/2006 que ""Dá o nome de ""Rodovia BR 265 - Caminho Real"" à atual BR 265"". NA",2020-03-13T10:50:00Z,CD,Lincoln Portela,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1865990
2239110,REQ,REQ 5/2020,Requer a aditamento da Audiência Pública para colher relatos dos pacientes e familiares sobre as evidências clínicas do uso de medicamentos à base de Cannabis Sativa. NA,2020-03-13T13:45:00Z,CD,Eduardo Costa,,Pronta para Pauta,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866073
2239111,PL,PL 645/2020,"Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940, para tipificar a conduta de provocação de alarma de doença contagiosa, e a Lei 13.979, de 6 de fevereiro de 2020, que dispõe sobre as medidas para enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus responsável pelo surto de 2019. ",2020-03-13T14:41:00Z,CD,Tiago Dimas,,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866089
2239112,AVN,AVN 6/2020,"Encaminha cópia do Acórdão nº 47/2020-TCU-Plenário, referente ao acompanhamento dos Relatórios de Gestão Fiscal do 2º quadrimestre de 2019, publicados pelos Poderes e órgãos autônomos federais, com base no art. 54 da Lei de Responsabilidade Fiscal. (TC 033.615/2019-5). NA",2020-03-12T14:46:00Z,SF,Tribunal de Contas da União,,Aguardando Designação de Relator,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866093
2239114,REQ,REQ 443/2020,"Requer realização de Sessão Solene In Memoriam ao Cacique Chicão, da aldeia Xukuru, em Pesqueira/PE NA",2020-03-13T17:16:00Z,CD,Fernando Rodolfo,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866206
2239115,MPV,MPV 924/2020,"Abre crédito extraordinário, em favor dos Ministérios da Educação e da Saúde, no valor de R$ 5.099.795.979,00, para os fins que especifica. ",2020-03-13T08:48:00Z,,Poder Executivo,,Pronta para Pauta,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866258
2239116,REQ,REQ 444/2020,"Requeiro a Vossa Excelência, que seja retirada minha assinatura de apoiamento ao Projeto de Lei 153/2020, que dispõe sobre os efeitos jurídicos das decisões da Comissão Interamericana de Direitos Humanos e da Corte Interamericana de Direitos Humanos e dá outras providências. NA",2020-03-16T11:40:00Z,CD,Tito,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866392
2239117,MSC,MSC 82/2020,"Comunica o Excelentíssimo Senhor Presidente da República, a sanção do projeto de lei que ""Altera a Lei nº 11.664, de 29 de abril de 2008, que ' dispõe sobre a efetivação de ações de saúde que assegurem a prevenção, a detecção, o tratamento e o seguimento dos cânceres do colo uterino e de mama, no âmbito do Sistema Único de Saúde - SUS', para garantir a realização de ultrassonografia mamária"", e restitui para o arquivo do Congresso Nacional dois autógrafos do texto ora convertido na Lei nº 13.980, de 11 de março de 2020. ",2020-03-16T15:02:00Z,,Poder Executivo,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866501
2239118,INC,INC 120/2020,Sugere o envio de expediente ao Excelentíssimo Senhor Presidente da República para que encaminhe a Esta Casa Projeto de Emeda a Constituição com vista a alterar a destinação das emendas individuas na proporção de 70% de uso obrigatório para a saúde. NA,2020-03-16T16:06:00Z,CD,Schiavinato,,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866505
2239119,PL,PL 646/2020,"Altera a Lei nº 9.096, de 19 de setembro de 1995 (Lei dos Partidos Políticos), e a Lei nº 9.504, de 30 de setembro de 1997 (Lei das Eleições), para autorizar os Diretórios Nacionais dos Partidos Políticos a doarem recursos do Fundo Partidário e do Fundo Especial de Financiamento de Campanhas para ações incluídas em políticas de enfrentamento de emergências de saúde pública, de calamidade pública ou de desastres naturais. ",2020-03-17T08:58:00Z,CD,Jhc+Rodrigo Coelho+Paulo Ganime+Vinicius Poit,,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866545
2239120,PL,PL 647/2020,"Altera a Lei nº 8.036, de 11 de maio de 1990 (FGTS), para possibilitar o saque do saldo do FGTS em casos de estado de emergência ou calamidade pública. ",2020-03-17T08:59:00Z,CD,Jhc+Rodrigo Coelho+Paulo Ganime+Vinicius Poit,,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866547
2239121,PL,PL 648/2020,"Altera as leis nº 9.096/1995 e 13.487/2017 para permitir que recursos do Fundo Partidário e Fundo Especial de Financiamento de Campanha possam, a critério dos partidos políticos, ser redirecionados a ações que visem debelar emergências sanitárias nacionais. ",2020-03-17T10:36:00Z,CD,Jhc,,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866559
2239122,PL,PL 649/2020,"Altera a Lei nº 13.487, de 6 de outubro de 2017, para destinar os recursos do Fundo Especial de Financiamento de Campanha (FEFC) para o combate, controle e prevenção do agente viral "" nCov-2019"", da família coronavírus. ",2020-03-17T11:07:00Z,CD,Sanderson,,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866566
2239124,PLV,PLV 2/2020,Dispõe sobre a transação nas hipóteses que especifica. ,2020-02-19T11:09:00Z,,Comissão Mista da MPV 899/2019,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866569
2239126,EMC,EMC 1/2020,Dá nova redação à MPV 899/2019 NA,2019-10-21T00:00:00Z,CD,Jerônimo Goergen,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866573
2239127,EMC,EMC 2/2020,Dá nova redação à MPV 899/2019 NA,2019-10-21T00:00:00Z,CD,Jerônimo Goergen,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866574
2239128,EMC,EMC 3/2020,Dá nova redação à MPV 899/2019 NA,2019-10-21T00:00:00Z,CD,André Figueiredo,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866575
2239129,EMC,EMC 4/2020,Dá nova redação à MPV 899/2019 NA,2019-10-21T00:00:00Z,CD,André Figueiredo,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866576
2239130,EMC,EMC 5/2020,Dá nova redação à MPV 899/2019 NA,2019-10-21T00:00:00Z,CD,André Figueiredo,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866577
2239131,EMC,EMC 6/2020,Dá nova redação à MPV 899/2019 NA,2019-10-21T00:00:00Z,CD,André Figueiredo,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866578
2239132,EMC,EMC 7/2020,Dá nova redação à MPV 899/2019 NA,2019-10-22T00:00:00Z,CD,Hugo Leal,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866579
2239133,EMC,EMC 8/2020,Dá nova redação à MPV 899/2019 NA,2019-10-22T00:00:00Z,CD,Hugo Leal,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866580
2239134,EMC,EMC 9/2020,Dá nova redação à MPV 899/2019 NA,2019-10-22T00:00:00Z,CD,Heitor Freire,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866581
2239135,EMC,EMC 10/2020,Dá nova redação à MPV 899/2019 NA,2019-10-22T00:00:00Z,,Telmário Mota,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866582
2239136,EMC,EMC 11/2020,Dá nova redação à MPV 899/2019 NA,2019-10-22T00:00:00Z,,Telmário Mota,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866583
2239137,EMC,EMC 12/2020,Dá nova redação à MPV 899/2019 NA,2019-10-22T00:00:00Z,,Telmário Mota,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866584
2239138,EMC,EMC 13/2020,Dá nova redação à MPV 899/2019 NA,2019-10-22T00:00:00Z,,Telmário Mota,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866585
2239139,EMC,EMC 14/2020,Dá nova redação à MPV 899/2019 NA,2019-10-22T00:00:00Z,CD,JAQUES WAGNER,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866586
2239140,EMC,EMC 15/2020,Dá nova redação à MPV 899/2019 NA,2019-10-22T00:00:00Z,CD,JAQUES WAGNER,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866587
2239141,EMC,EMC 16/2020,Dá nova redação à MPV 899/2019 NA,2019-10-22T00:00:00Z,CD,JAQUES WAGNER,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866588
2239142,EMC,EMC 17/2020,Dá nova redação à MPV 899/2019 NA,2019-10-22T00:00:00Z,CD,Domingos Sávio,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866589
2239143,EMC,EMC 18/2020,Dá nova redação à MPV 899/2019 NA,2019-10-22T00:00:00Z,CD,Cezinha de Madureira,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866590
2239144,EMC,EMC 19/2020,Dá nova redação à MPV 899/2019 NA,2019-10-22T00:00:00Z,CD,Cezinha de Madureira,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866591
2239145,EMC,EMC 20/2020,Dá nova redação à MPV 899/2019 NA,2019-10-22T00:00:00Z,CD,ROBERTO ROCHA,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866592
2239146,EMC,EMC 21/2020,Dá nova redação à MPV 899/2019 NA,2019-10-22T00:00:00Z,CD,Leur Lomanto Júnior,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866593
2239147,EMC,EMC 22/2020,Dá nova redação à MPV 899/2019 NA,2019-10-22T00:00:00Z,CD,Leur Lomanto Júnior,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866594
2239148,EMC,EMC 23/2020,Dá nova redação à MPV 899/2019 NA,2019-10-22T00:00:00Z,,Leila Barros,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866595
2239149,EMC,EMC 24/2020,Dá nova redação à MPV 899/2019 NA,2019-10-22T00:00:00Z,,Leila Barros,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866596
2239150,EMC,EMC 25/2020,Dá nova redação à MPV 899/2019 NA,2019-10-22T00:00:00Z,,Leila Barros,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866597
2239151,EMC,EMC 26/2020,Dá nova redação à MPV 899/2019 NA,2019-10-22T00:00:00Z,CD,Perpétua Almeida,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866598
2239152,EMC,EMC 27/2020,Dá nova redação à MPV 899/2019 NA,2019-10-22T00:00:00Z,CD,Alexis Fonteyne,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866599
2239153,EMC,EMC 28/2020,Dá nova redação à MPV 899/2019 NA,2019-10-23T00:00:00Z,CD,Júlio Cesar,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866600
2239154,EMC,EMC 29/2020,Dá nova redação à MPV 899/2019 NA,2019-10-23T00:00:00Z,CD,Júlio Cesar,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866601
2239155,EMC,EMC 30/2020,Dá nova redação à MPV 899/2019 NA,2019-10-23T00:00:00Z,CD,JOÃO CARLOS BACELAR,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866602
2239156,EMC,EMC 31/2020,Dá nova redação à MPV 899/2019 NA,2019-10-23T00:00:00Z,CD,JOÃO CARLOS BACELAR,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866603
2239157,EMC,EMC 32/2020,Dá nova redação à MPV 899/2019 NA,2019-10-23T00:00:00Z,CD,JOÃO CARLOS BACELAR,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866604
2239158,EMC,EMC 33/2020,Dá nova redação à MPV 899/2019 NA,2019-10-23T00:00:00Z,CD,JOÃO CARLOS BACELAR,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866605
2239159,EMC,EMC 34/2020,Dá nova redação à MPV 899/2019 NA,2019-10-23T00:00:00Z,CD,Félix Mendonça Júnior,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866606
2239160,EMC,EMC 35/2020,Dá nova redação à MPV 899/2019 NA,2019-10-23T00:00:00Z,CD,Félix Mendonça Júnior,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866607
2239161,EMC,EMC 36/2020,Dá nova redação à MPV 899/2019 NA,2019-10-23T00:00:00Z,CD,Lafayette de Andrada,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866608
2239162,EMC,EMC 37/2020,Dá nova redação à MPV 899/2019 NA,2019-10-23T00:00:00Z,CD,Ivan Valente,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866609
2239163,EMC,EMC 38/2020,Dá nova redação à MPV 899/2019 NA,2019-10-23T00:00:00Z,CD,Ivan Valente,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866610
2239164,EMC,EMC 39/2020,Dá nova redação à MPV 899/2019 NA,2019-10-23T00:00:00Z,,Angelo Coronel,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866611
2239165,EMC,EMC 40/2020,Dá nova redação à MPV 899/2019 NA,2019-10-23T00:00:00Z,,Angelo Coronel,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866612
2239166,EMC,EMC 41/2020,Dá nova redação à MPV 899/2019 NA,2019-10-23T00:00:00Z,,Randolfe Rodrigues,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866613
2239167,EMC,EMC 42/2020,Dá nova redação à MPV 899/2019 NA,2019-10-23T00:00:00Z,,Randolfe Rodrigues,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866614
2239168,EMC,EMC 43/2020,Dá nova redação à MPV 899/2019 NA,2019-10-23T00:00:00Z,,Randolfe Rodrigues,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866615
2239169,EMC,EMC 44/2020,Dá nova redação à MPV 899/2019 NA,2019-10-23T00:00:00Z,CD,Aline Sleutjes,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866616
2239170,EMC,EMC 45/2020,Dá nova redação à MPV 899/2019 NA,2019-10-23T00:00:00Z,CD,Aline Sleutjes,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866617
2239171,EMC,EMC 46/2020,Dá nova redação à MPV 899/2019 NA,2019-10-23T00:00:00Z,,Randolfe Rodrigues,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866618
2239172,EMC,EMC 47/2020,Dá nova redação à MPV 899/2019 NA,2019-10-23T00:00:00Z,CD,Carlos Zarattini,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866619
2239173,EMC,EMC 48/2020,Dá nova redação à MPV 899/2019 NA,2019-10-23T00:00:00Z,CD,Carlos Zarattini,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866620
2239174,EMC,EMC 49/2020,Dá nova redação à MPV 899/2019 NA,2019-10-23T00:00:00Z,CD,Carlos Zarattini,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866621
2239175,EMC,EMC 50/2020,Dá nova redação à MPV 899/2019 NA,2019-10-23T00:00:00Z,CD,Carlos Zarattini,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866622
2239176,EMC,EMC 51/2020,Dá nova redação à MPV 899/2019 NA,2019-10-23T00:00:00Z,CD,Carlos Zarattini,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866623
2239177,EMC,EMC 52/2020,Dá nova redação à MPV 899/2019 NA,2019-10-23T00:00:00Z,CD,Carlos Zarattini,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866624
2239178,EMC,EMC 53/2020,Dá nova redação à MPV 899/2019 NA,2019-10-23T00:00:00Z,CD,Carlos Zarattini,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866625
2239179,EMC,EMC 54/2020,Dá nova redação à MPV 899/2019 NA,2019-10-23T00:00:00Z,CD,Carlos Zarattini,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866626
2239180,EMC,EMC 55/2020,Dá nova redação à MPV 899/2019 NA,2019-10-23T00:00:00Z,CD,Carlos Zarattini,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866627
2239181,EMC,EMC 56/2020,Dá nova redação à MPV 899/2019 NA,2019-10-23T00:00:00Z,CD,Carlos Zarattini,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866628
2239182,EMC,EMC 57/2020,Dá nova redação à MPV 899/2019 NA,2019-10-23T00:00:00Z,CD,Carlos Zarattini,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866629
2239183,EMC,EMC 58/2020,Dá nova redação à MPV 899/2019 NA,2019-10-23T00:00:00Z,CD,Carlos Zarattini,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866630
2239184,EMC,EMC 59/2020,Dá nova redação à MPV 899/2019 NA,2019-10-23T00:00:00Z,CD,Carlos Zarattini,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866631
2239185,EMC,EMC 60/2020,Dá nova redação à MPV 899/2019 NA,2019-10-23T00:00:00Z,CD,Carlos Zarattini,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866632
2239186,EMC,EMC 61/2020,Dá nova redação à MPV 899/2019 NA,2019-10-23T00:00:00Z,CD,Carlos Zarattini,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866633
2239187,EMC,EMC 62/2020,Dá nova redação à MPV 899/2019 NA,2019-10-23T00:00:00Z,CD,Carlos Zarattini,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866634
2239188,EMC,EMC 63/2020,Dá nova redação à MPV 899/2019 NA,2019-10-23T00:00:00Z,CD,Carlos Zarattini,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866635
2239189,EMC,EMC 64/2020,Dá nova redação à MPV 899/2019 NA,2019-10-23T00:00:00Z,CD,Lucas Vergilio,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866636
2239190,EMC,EMC 65/2020,Dá nova redação à MPV 899/2019 NA,2019-10-23T00:00:00Z,CD,Lucas Vergilio,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866637
2239191,EMC,EMC 66/2020,Dá nova redação à MPV 899/2019 NA,2019-10-23T00:00:00Z,CD,Marco Bertaiolli,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866638
2239192,EMC,EMC 67/2020,Dá nova redação à MPV 899/2019 NA,2019-10-23T00:00:00Z,,Luiz do Carmo,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866639
2239193,EMC,EMC 68/2020,Dá nova redação à MPV 899/2019 NA,2019-10-23T00:00:00Z,,Luiz do Carmo,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866640
2239194,EMC,EMC 69/2020,Dá nova redação à MPV 899/2019 NA,2019-10-23T00:00:00Z,,Luiz do Carmo,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866641
2239195,EMC,EMC 70/2020,Dá nova redação à MPV 899/2019 NA,2019-10-23T00:00:00Z,,Luiz do Carmo,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866642
2239196,EMC,EMC 71/2020,Dá nova redação à MPV 899/2019 NA,2019-10-23T00:00:00Z,,Luiz do Carmo,,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1866643
