bill_id,rollcall_id,datetime,url_votacao,legislator_name,legislator_state,legislator_party,legislator_vote,ano
141417,6161,2020-07-30,https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141417/votacoes#votacao_6161, Plínio Valério,AM,PSDB,P-NRV,2020
141417,6161,2020-07-30,https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141417/votacoes#votacao_6161, Roberto Rocha,MA,PSDB,P-NRV,2020
141417,6161,2020-07-30,https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141417/votacoes#votacao_6161, Rodrigo Cunha,AL,PSDB,Sim,2020
141417,6161,2020-07-30,https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141417/votacoes#votacao_6161, Tasso Jereissati,CE,PSDB,Sim,2020
141417,6161,2020-07-30,https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141417/votacoes#votacao_6161, Flávio Bolsonaro,RJ,PSL,MIS,2020
141417,6161,2020-07-30,https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141417/votacoes#votacao_6161, Juíza Selma,MT,PSL,Sim,2020
141417,6161,2020-07-30,https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141417/votacoes#votacao_6161, Major Olimpio,SP,PSL,Sim,2020
141417,6161,2020-07-30,https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141417/votacoes#votacao_6161, Soraya Thronicke,MS,PSL,MIS,2020
141417,6161,2020-07-30,https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141417/votacoes#votacao_6161, Humberto Costa,PE,PT,Sim,2020
141417,6161,2020-07-30,https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141417/votacoes#votacao_6161, Jaques Wagner,BA,PT,Sim,2020
141417,6161,2020-07-30,https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141417/votacoes#votacao_6161, Jean Paul Prates,RN,PT,AP,2020
141417,6161,2020-07-30,https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141417/votacoes#votacao_6161, Paulo Paim,RS,PT,Sim,2020
141417,6161,2020-07-30,https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141417/votacoes#votacao_6161, Paulo Rocha,PA,PT,Sim,2020
141417,6161,2020-07-30,https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141417/votacoes#votacao_6161, Rogério Carvalho,SE,PT,Sim,2020
141417,6161,2020-07-30,https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141417/votacoes#votacao_6161, Fabiano Contarato,ES,REDE,Sim,2020
141417,6161,2020-07-30,https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141417/votacoes#votacao_6161, Flávio Arns,PR,REDE,Não,2020
141417,6161,2020-07-30,https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141417/votacoes#votacao_6161, Randolfe Rodrigues,AP,REDE,Sim,2020
141417,6161,2020-07-30,https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141417/votacoes#votacao_6161, Mecias de Jesus,RR,REPUBLICANOS,Sim,2020
141417,6161,2020-07-30,https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141417/votacoes#votacao_6161, Reguffe,DF,S/Partido,Não,2020
141475,6162,2020-07-30,https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141475/votacoes#votacao_6162, Alessandro Vieira,SE,CIDADANIA,Sim,2020
